Date,Title,News,Author,Source
"Sep 07, 2023, 11:03 AM IST",From hitlist to wishlist! New-age tech stocks outpace conventional sectors on Dalal Street,"So far in the current financial year, all the listed new-age consumer tech stocks have given double-digit returns, and stocks like Zomato look set to turn a multibagger soon.Shares of new-age consumer technology companies have possibly left most conventional sectors behind by making a strong comeback in FY24.

Thanks to the recovery in the technology stocks globally and the consistent improvement in earnings, Dalal Street investors are moving their eyes from the “sell” to the “buy” button.

So far in the current financial year, all the listed new-age consumer tech stocks have given double-digit returns, and stocks like Zomato look set to turn a multibagger soon.



That the faith is coming back in these stocks reflects in the shareholding pattern of institutional investors.

Mutual Funds have increased their holding in Zomato for four quarters in a row. As of June end, their cumulative holding stood at 8.3%, compared to a meagre 2.4% in the same period a year ago.

Similarly in FSN E-Commerce, MFs increased their stake for three consecutive quarters, taking their cumulative holding to 8.5% at the end of June quarter. In the same quarter last year, they held a mere 1.9% stake in the online beauty products retailer.

In Paytm, mutual funds were holding just 1% in December 2021, but it went up to 2.52% in the June quarter.

Prior to listing, most new-age technology companies enjoyed valuation premium on account of scalability, niche markets and runway for growth.

""But post listing, investors started discounting valuation when the earnings performance was not inline with the potential that was embedded in valuation,"" said Vaibhav Shah, fund manager, Torus Oro PMS.

One of the major factors driving investors back into these counters recently is the improvement in their earnings performance.

“Until last year, these stocks were not even in their (investors) radar. But now, they have started looking into them because companies shifted focus to improving profitability rather than chasing growth at any cost,” said Manish Chowdhury, head of research, Stoxbox.

Zomato reported its first-ever net profit in the quarter ended June, and this was much ahead of its guided timeline of the end of FY24, thanks to a whopping 71% growth in revenue.

Meanwhile, companies such as Delhivery, Paytm, and PB Fintech significantly trimmed their losses in the June quarter from the year-ago period.


What should investors do?

Indeed, money managers are not as bearish on the sector as they were probably a year ago. But at the same time, not all are screaming a “buy” on the stocks.

“Profitability still remains a concern and we would look at sustainability and consistency of profitability before entering this segment,” Shah of Torus Oro said.

But one stock that a majority of analysts have their eyes on is Zomato.

Sneha Poddar of Motilal Oswal Financial Services is extremely positive on the online food delivery aggregator from a long-term perspective, and has a “buy” rating on the stock with a price target of Rs 125.

Zomato is expected to put up an all-round performance, as competitive intensity is getting accommodative both in food delivery and quick commerce verticals, and the company is likely to breakeven in the next 4 quarters, led by wallet share gains.

(Data inputs from Ritesh Presswala)

(Disclaimer: Recommendations, suggestions, views and opinions given by the experts are their own. These do not represent the views of Economic Times)",Vidya Sreedhar,Economic Times
"Sep 07, 2023, 10:51 AM IST",Method to madness? Why investors are pouring in thousands of crores into tiny SME IPOs,"The exceptionally huge interest in SME IPOs comes even as mainboard offers are doing well and also despite the inherent risks associated with this segment, such as limited disclosure and lack of liquidity.A Chennai-based VFX studio that has come up with an IPO of Rs 66 crore in the SME segment saw a subscription of 286 times, which is unheard of, at least in the recent past.

Basilic Fly Studio's issue received bids of over Rs 14,000 crore, following a massive demand from investors across categories.

The investor euphoria is not just limited to this one IPO but can be seen as a broad trend for most of the SME issues in 2023, backed by listing gains going through the roof.

For instance, last week, about three companies -- Shoora Designs, Sungarner Energies, and Bonada Engineering, debuted on the SME platforms of both BSE and NSE and all three have doubled investors' wealth on listing day. Sungarner went a step further and delivered over 200% returns on the first day.

The IPO of Sungarner was subscribed by an overwhelming 152 times at close, while that of Bonada Engineering was booked 106 times.

Other IPOs like Srivari Spices, Drone Destination, and Oriana Power have also received significant oversubscription of over 100x, resulting in their shares trading at a much higher price than their initial offering. The Rs 9 crore public issue of Srivari Spices was subscribed 450 times, and Rs 59 crore issue of Oriana Power saw 176 times subscription.

Overall, about 100 SME firms have raised a record Rs 2,600 crore of funds in the SME segment in 2023, breaking the previous record of Rs 2,287 crore raised in 2018 by 141 firms, according to an ET report.

This exceptionally huge interest in SME IPOs comes even as mainboard offers are doing well and also despite the inherent risks associated with this segment, such as limited disclosure and lack of liquidity.

Listing gains might be the biggest factor driving investors to rally behind SME IPOs and most of these companies have not disappointed.

""The returns, which retail investors have been generating in just a short span of time, are very lucrative, retaining their interest in the SME segment,"" said Aastha Jain of Hem Securities.

About 26 SME IPOs in 2023 have offered returns of over 100% since the listing. Out of the 70-plus issues in the segment this year, only eight companies are trading in the red post debut.

Analysts say the other reason behind investors' money chasing SME IPOs is the increase in participation of anchor investors.

""Investors are getting an opportunity to invest in emerging and non-conventional businesses, which may not always be the case with mainboard IPOs. Further, the heightened involvement of anchor investors in SME IPOs generates investor confidence in allocating a substantial portion of their funds towards these offerings,"" said Sunil Nyati, Managing Director of Swastika Investmart.

SMEs are emerging as an acceptable asset class among institutional investors, especially given the growing startup ecosystem with innovative business models.

""Domestic fund houses are increasingly fancying SME IPOs with rising inflows. In the QIB category of some of the issues, there is a huge response, which further raises confidence of retail investors to go ahead and put their money,"" Jain further said.

""Companies listed on the SME exchanges have better profitability ratios, higher return on assets and asset utilization ratios as well as the debt-equity ratio compared with the smallest 25% of firms listed on the main board,"" Nyati added.

Avinash Gorakshakar of Profitmart Securities said the appetite of investors is entirely dependent on the sector in which the SME company is operating. ""If the company is from a niche industry, let's say Basilic Fly Studio, it will garner a significant response. Also, the alpha of making money in SME IPOs is large.""

Will the SME party continue?
Analysts say the trend of significant investor interest in SME IPOs has only just started and if the quality of these offerings, including their fundamentals and pricing, remains consistent, it has the potential to expand even further.

""It is anticipated that significant movement will continue in the Indian IPO market, specifically SMEs,"" Nyati said.

Gorakshakar, however, said the current euphoria in SMEs cannot continue forever. ""Very selective companies in this basket are good, and most are mediocre when it comes to performance. The valuations are going through the rough and there will be a break at some point.""

(With data inputs from Ritesh Presswala)

(Disclaimer: Recommendations, suggestions, views and opinions given by the experts are their own. These do not represent the views of Economic Times)",Akash Podishetti,Economic Times
"Sep 07, 2023, 01:43 PM IST",Sectoral Spotlight: Auto sector set to ride on festive fuel. Which stocks should you piggyback on?,"A look at the Nifty Auto index’s performance over the past one year suggests that it has done better than Nifty50 and also outperformed Nifty IT, Nifty Bank, Nifty FMCG, Nifty Metal and Nifty Media during this period while underperforming Nifty Pharma and Nifty Realty.As the Indian automobile sector gears up for the long festive season which begins in two weeks with the Ganesh Chaturthi festival, auto stocks, whose fortunes will be aligned with the performance of the companies during this period, have come under the spotlight.

Top brokerages along with analysts that ETMarkets spoke to remain gung ho on the prospects of the sector.

A look at the Nifty Auto index’s performance over the past one year suggests that it has done better than Nifty50 and also outperformed Nifty IT, Nifty Bank, Nifty FMCG, Nifty Metal and Nifty Media during this period while underperforming Nifty Pharma and Nifty Realty.

ETMarkets.com

Kranthi Bathini, Director-Equity Strategy at WealthMills Securities opines that the outperformance of the auto sector will likely continue going ahead in the wake of the upcoming festive season. The strength in the economy, disposable income and the growing preference for big cars will see the auto industry sail comfortably through the season, Bathini said.

The auto sales have been strong on a year-on-year and quarter-on-quarter basis with traction for sports utility vehicles (SUVs) growing among vehicle buyers, he said, while highlighting that the future is EVs (electric vehicles) and India is witnessing a transformational shift towards them.

Powered By
Play
Unmute
:
Fullscreen
The WealthMills Securities Director remains bullish on Tata Motors, Mahindra & Mahindra and Maruti Suzuki among the OEMs while he is betting on Minda Corporation and Samvardhana Motherson International among the ancillaries. The views are for the long term with potential upside seen between 15% and 20%.

Sharekhan expects automobile players to continue their focus on premiumisation, new product launches and EBITDA margin expansion in FY24. In its view, the bottom-line growth will be driven by improvement in operating performance as volume growth is expected to moderate due to a high base while remaining healthy.

Within more than two dozen auto stocks under its coverage, the domestic brokerage has a buy view on 20 stocks including Maruti, Tata Motors, TVS Motors, Eicher Motors, Bajaj Auto, Ashok Leyland, M&M and Hero MotoCorps. In the ancillary segment, the preferred stocks include Amara Raja Batteries, Apollo Tyres, Bosch, Gabriel India, Rolex Rings, Ramkrishna Forgings, and others.

It holds a positive view on CIE Automotive India, Sterling Tools and Rolex Rings; a ‘Hold’ on Balkrishna Industries and Greaves Cotton while a ‘Neutral’ stance on Escorts Kubota and VST Tillers and Tractors.

The pecking order for brokerage LKP is PVs, 2Ws and CVs. It picks M&M on its ""strength in the proliferating SUV segment"", prudent capital allocation and a robust growth strategy in utility vehicles, EVs and commercial vehicles (CVs). MSIL is another top pick on the PV side as the largest Indian passenger car maker offers a wide portfolio of vehicles, it said.

In two-wheelers, Bajaj Auto and TVS find favour from LKP. The former gains strength in EV space from Chetak and the upcoming launch of e-3W will be an additional positive, LKP said. Ashok Leyland is its top pick in the CV space. It recommends buying on dips in these stocks.

In a recent review of Maruti Suzuki stock, Morgan Stanley took an 'Overweight stance, estimating a target of Rs 11,963.

LKP called August auto sales a mixed bag with 2Ws posting weak domestic performance while PV companies posting a strong growth led by the SUV segment.

ET CONTRIBUTORS

The Federation of Automobile Dealers Association of India (FADA) reported August retail sales of passenger vehicles at 3.15 lakh units, up 6.5% YoY while the 2-wheeler retail sales stood at 12.5 lakh units, up 6.3% YoY. Retail sales of CVs and tractors stood at 75,294 and 73,849 units, respectively, which was higher by 3.2% and 13.6% YoY.

Antique in a note said that companies were building inventories ahead of the festive season with PV/2W inventory standing at 40-50 days. Notwithstanding a sharp decline in electric 2W volumes in the previous months following discontinuation of subsidy, a gradual rise in retail is being seen and the volumes could go up 6%-8% MoM from here, the report said.

What Charts Suggest
Technical charts suggest a further upside for the index with select stock playing a strong role towards the upsurge. Technical Analyst Rajesh Palviya expects the 15-stock index to test levels between 16,300-16,400 riding on the ongoing momentum.

""Nifty Auto index is now nearing its all-time high levels and is in a bullish trend with a rounding bottom formation taking place and the momentum can continue for more time. There is a strong buying action happening in auto stocks and it appears that there is no worry as of now,” Palviya said.

Maruti, M&M and TVS Motors have given a breakout and look good at this juncture. Tata Motors can be bought with a short to medium-term perspective and though it is seeing some consolidation, the long-term prospects remain optimistic for this counter, he further said.

Buy Maruti Suzuki | Target: Rs 11,000 - Rs 11,200 | Stop Loss: Rs 9,800
Buy M&M | Target: Rs 1,750 | Stop Loss: Rs 1,520
Buy TVS Motor | Target: Rs 1,580 - Rs 1,640 | Stop Loss: Rs 1,400
Buy Tata Motors | Rs 690 | Stop Loss: 607

(Disclaimer: Recommendations, suggestions, views and opinions given by the experts are their own. These do not represent the views of Economic Times)",Shivendra Kumar,Economic Times
2023-09-07 18:44:41( TIMEZONE : IST ),"Apollo Hospitals launches the latest generation ophthalmology laser machine, FEMTO LDV Z8 from Ziemer!","Apollo Hospitals - the world's largest vertically integrated healthcare platform, unveiled a breakthrough technology in Ophthalmic care, the FEMTO LDV Z8 from Ziemer, a latest generation ophthalmology laser machine, at Apollo Hospitals, Jubilee Hills, today. This is the first of its kind state-of-the-art machine with comprehensive capabilities, in Telangana and Andhra Pradesh. It can perform a wide range of advanced eye procedures, including Laser cataract surgery, Customized laser refractive surgery (CLEAR - lenticule extraction) and various laser assisted corneal transplantation surgeries, with much greater precision, higher safety and minimal damage to surrounding tissue. This latest generation laser technology enables patients to avail precision based world-class eye care coupled with the expertise of renowned team of ophthalmologists at Apollo Hospitals.

The FEMTO LDV Z8, a high end laser machine, uses low energy femtosecond laser technology to create precise incisions in the eye. This allows for greater accuracy and less trauma during surgery, resulting in faster recovery and better outcomes.


""The acquisition of the FEMTO LDV Z8 is a significant milestone for our eye care department,"" said Dr. Rajesh Fogla, Senior Consultant, Ophthalmology, Apollo Hospitals, Hyderabad. ""This machine will allow us to offer our patients the most advanced and innovative eye care procedures available. We are confident that this will help us to improve the quality of life for many people in the region.""

The FEMTO LDV Z8 is equipped with a number of other features that make it an ideal choice for eye care procedures. Its capabilities include:

- High-resolution imaging system that provides detailed views of the eye

- Precise and accurate laser that can create incisions of any size or shape


- It's variety of software applications can be customized to the specific needs of each patient

""The FEMTO LDV Z8 is a game-changer for eye care,"" said Tejasvi Rao, CEO, Apollo Hospitals, Jubilee Hills, Hyderabad. ""This machine will allow us to offer our patients the highest quality of care and help them to achieve their vision goals.""

The FEMTO LDV Z8 is now available at the Ophthalmology Department of Apollo Hospitals, Hyderabad. Apollo Hospitals, Hyderabad, is proud to lead the way in ophthalmology care with this groundbreaking technology. Patients seeking world-class eye care can now benefit from the precision and expertise of our renowned team of ophthalmologists.


Shares of Apollo Hospitals Enterprise Limited was last trading in BSE at Rs. 5024.85 as compared to the previous close of Rs. 5033.75. The total number of shares traded during the day was 9024 in over 1724 trades.

The stock hit an intraday high of Rs. 5042.40 and intraday low of 4989.00. The net turnover during the day was Rs. 45245839.00.",Source : Equity Bulls,EquityBulls
2023-09-07 18:43:42( TIMEZONE : IST ),STL and TruVista partner to create fiber connectivity for South Carolina from South Carolina,"STL [NSE: STLTECH], a leading optical and digital solutions company, has partnered with TruVista, a 125-year-old provider of broadband services and applications, to drive the growth and enhancement of South Carolina's rural connectivity infrastructure.

STL and TruVista, headquartered in South Carolina, are investing heavily in manufacturing and building fiber networks - for South Carolina from South Carolina. STL has invested significantly in a state-of-the-art fiber optic technology manufacturing facility in Lugoff, South Carolina, with end-to-end advanced automation. In a similar vein, TruVista is investing over $12 million in rural broadband, a significant portion of which will be dedicated to South Carolina. It is now expanding fiber optic connectivity across rural South Carolina, enabling residents to access reliable internet at speeds of 1 Gbps. This strategic alignment paves the way for a long-standing, synergistic relationship between the two companies.


Since 2021, STL has been providing specialized optical fiber cables spanning multi-loose tube, high-fiber count cables to TruVista. The company has also supplied advanced cable types like the Nova A1, a fully backwardcompatible, high-performance fiber optic cable with exceptional bending properties, to enable TruVista to deploy efficient FTTX systems across South Carolina. TruVista has also leveraged STL's end-to-end optical capabilities and procured STL's Optical Connectivity products, such as the MST Optoblaze, a pre-connectorized FTTH optical connector, for faster installation in these diverse terrains.

As one of STL's first customers, TruVista has established a strong partnership with STL based on shared values of quality, trust, and agility. STL's local manufacturing plant in South Carolina and its commitment to providing shorter lead times have helped TruVista accelerate its broadband deployment while ensuring the quality and longevity of its network. Notably, TruVista even provides fiber connectivity to STL's Optical Fiber Cable facility in South Carolina, highlighting the collaborative nature of this partnership. Looking ahead, STL is working toward growing this partnership further to continue rural FTTH deployment in South Carolina and beyond.


Expressing his enthusiasm for the partnership, Paul Atkinson, CEO of STL's Optical Networking Business, said: ""Partnering with TruVista to build rural connectivity infrastructure in South Carolina is an exhilarating opportunity for us. At STL, we are committed to bringing the power of fiber optics to every corner of the state, ensuring no community is left behind. Together, with TruVista, we will empower individuals, businesses, and entire region with fast, reliable, and transformative connectivity.""

Speaking about this partnership, Carla J French, CEO of TruVista, said: ""TruVista is committed to bringing highspeed fiber broadband to as much of our served communities as possible and beyond. This partnership signifies a powerful synergy, combining our expertise and resources to unlock untapped opportunities for rural communities. Together, we will empower our South Carolina-served communities with the transformative power of connectivity. Our shared enthusiasm propels us forward, driven by the belief that every individual, regardless of their location, deserves access to the world at their fingertips.""


Shares of Sterlite Technologies Limited was last trading in BSE at Rs. 168.40 as compared to the previous close of Rs. 169.00. The total number of shares traded during the day was 189116 in over 2916 trades.

The stock hit an intraday high of Rs. 173.80 and intraday low of 167.50. The net turnover during the day was Rs. 32260033.00.",Source : Equity Bulls,EquityBulls
2023-09-07 18:42:46( TIMEZONE : IST ),Landmark Cars adds Mahindra & Mahindra vehicles into its offerings,"Landmark Cars Limited (BSE: 543714 & NSE: LANDMARK), one of the leading premium automotive retail businesses in India, has signed a Letter of Intent with Mahindra and Mahindra Limited for opening dealership in Howrah in the state of West Bengal. This dealership will be established in one of the wholly owned subsidiary of Landmark Cars Limited, namely Landmark Mobility Private Limited. This business will, inter alia, include Sales and After Sales of Mahindra's Personal, Pickup and Supro range of vehicles in the areas of Howrah, Hooghly, Kolkata, North 24 Parganas and South 24 Parganas.

This is consistent with the strategy of the Company to partner with premium SUV OEs with focus on EVs. Landmark is present in the state of West Bengal since 2013 with Mercedes-Benz.

Shares of Landmark Cars Limited was last trading in BSE at Rs. 725.15 as compared to the previous close of Rs. 732.85. The total number of shares traded during the day was 11214 in over 1062 trades.


The stock hit an intraday high of Rs. 744.00 and intraday low of 719.10. The net turnover during the day was Rs. 8216901.00.",Source : Equity Bulls,EquityBulls
2023-09-07 18:42:08( TIMEZONE : IST ),"Wardwizard Innovations & Mobility Dispatches 1,496 Units of Electric TwoWheelers in August '23","Wardwizard Innovations & Mobility Ltd., one of India's leading manufacturers of electric vehicles under the brand name ""Joy e-bike,"" Today, the company announced that it had sold 1,496 units of low-speed and high-speed electric two-wheelers in August '23. Furthermore, the company recorded a growth of 48% compared to July '23 when it had sold 1,012 units of electric two-wheelers.

In August, the company took a bold stride towards the vision of establishing the EV Ancillary Cluster, sealing a pivotal, long-term OEM partnership with A&S Power. This alliance will drive groundbreaking Li-ion cell tech, shaping Joy e-bike as the nucleus of India's inaugural EV Ancillary Cluster in Gujarat.

In a testament to its commitment to sustainability, Wardwizard proudly unveiled the 'Joy e-bike Cup' as the Title Sponsor for the India Tour of Ireland 2023, forging a union between sports and the company's ethos. At Dublin's Malahide Cricket Club Ground, the company showcased 'Mihos,' a 'Made in India' product by Joy e-bike. Additionally, Wardwizard welcomed Mr. Tarun Sharma as the President of Marketing and Branding, reinforcing the strategic market planning for unparalleled effectiveness. In addition, the Company also associated as the EV Partner of the Aaj Tak G20 Summit ahead of the G20 Summit, comprehending its commitment towards sustainable mobility. These initiatives epitomize the company's unwavering pursuit of excellence and sustainability.


Shares of Wardwizard Innovations & Mobility Ltd was last trading in BSE at Rs. 42.89 as compared to the previous close of Rs. 43.16. The total number of shares traded during the day was 967267 in over 4805 trades.

The stock hit an intraday high of Rs. 43.34 and intraday low of 42.70. The net turnover during the day was Rs. 41511532.00.",Source : Equity Bulls,EquityBulls
2023-09-07 18:41:21( TIMEZONE : IST ),Tejas Networks Limited receives mobilization advance of Rs. 750 crore from TCS for BSNL order,"Tejas Networks Limited have received today (September 07, 2023) the mobilization advance of Rs. 750 crore (Rupees Seven hundred and Fifty crore) from Tata Consultancy Services Limited, towards supply of Radio Access Network equipment for BSNL's Pan-India 4G/5G network.

Shares of Tejas Networks Limited was last trading in BSE at Rs. 893.35 as compared to the previous close of Rs. 887.55. The total number of shares traded during the day was 43350 in over 2268 trades.

The stock hit an intraday high of Rs. 904.00 and intraday low of 888.00. The net turnover during the day was Rs. 38822104.00.",Source : Equity Bulls,EquityBulls
2023-09-07 18:20:47( TIMEZONE : IST ),"Crompton secures a landmark order for Solar Pumps, under the esteemed PM Kusum Scheme","India's most trusted brand and a pioneer in pumps, Crompton Greaves Consumer Electricals Limited has secured a landmark solar pumps work order under the esteemed PM Kusum Scheme for the state of Haryana. The company has been granted the inaugural work order of supplying, installing, and commissioning of 7.5 HP and 10 HP Solar Submersible Water Pumping Systems by the New & Renewable Energy Department Haryana and HAREDA. This milestone is part of a broader initiative led by SECI (Solar Energy Corporation of India) and MNRE (Ministry of New & Renewable Energy), aiming to replace and establish new connections for 6.6 lakh pumps across India.

Today, solar energy plays a pivotal role in providing a clean and sustainable energy source that protects the environment and reduces carbon footprint. Solar-powered solutions not only help in curbing greenhouse gas emissions, but also significantly reduces energy costs for farmers, thereby, making it a win-win for the agricultural sector and the planet. Recognizing the sustainable impact of solar energy, Crompton has taken a step forward towards a sustainable & greener future by its new range introduction of solar powered pumps.


With an aim to create significant footprints in the renewable energy segment, the company is aiming to deploy a significant number ofsolar pumps under PM Kusum Scheme in the next 2 years,supported by a wide spread after sales service network and technically qualified channel partners across India. This is achieved through state of the art R&D and manufacturing facilities and a rigorous 5-stage product development process, resulting in a wide range of highly energy-efficient and innovative solar water pumps.

Speaking on this occasion, Rajat Chopra, VP and Business Head, Pumps at Crompton Greaves Consumer Electricals Ltd. said, ""At Crompton, we take immense pride in our legacy of bringing innovation that enrichesthe lives of our consumers. Pumps are a critical application in delivering water and ensuring uninterrupted flow of essential utilities. While we have established ourselves as a leader in the residential pumps market, this achievement will further reinforce our leadership position as a frontrunner in the solar water pumps category. This strategic move underlines our commitment to delivering cutting-edge and sustainable solutions while also ensuring the economic viability of farming operations. We are thrilled to be a part of thistransformative journey, harnessing the potential ofsolar energy to revolutionize the agricultural pumps industry.""


Crompton had actively engaged in the tender process for four states - Maharashtra, Haryana, Rajasthan, and Madhya Pradesh. The initial groundwork, overseen by SECI and MNRE, hastransitioned to the respective state nodal agencies-HAREDA (Haryana), MEDA, MSEDCL (Maharashtra), MPUVNL (Madhya Pradesh) and RHDS, RUVVNL (Rajasthan)-for the final execution phase. While Crompton is set to kick-start its operations with HAREDA with the work order, they are equally prepared to make a meaningful impact in Rajasthan, Maharashtra, and Madhya Pradesh.

Shares of Crompton Greaves Consumer Electricals Limited was last trading in BSE at Rs. 313.35 as compared to the previous close of Rs. 309.25. The total number of shares traded during the day was 189343 in over 3841 trades.

The stock hit an intraday high of Rs. 314.00 and intraday low of 308.95. The net turnover during the day was Rs. 59100005.00.",Source : Equity Bulls,EquityBulls
2023-09-07 18:18:28( TIMEZONE : IST ),Kiran Mazumdar-Shaw appointed as member of the Court of Regents at the Royal College of Surgeons of Edinburgh,"Kiran Mazumdar-Shaw, Executive Chairperson of Biocon Ltd. and Biocon Biologics Ltd., has been appointed as Regent of the Royal College of Surgeons of Edinburgh (RCSed), at a ceremony earlier this month.

On being appointed as the latest member to the College's Court of Regents, Kiran Mazumdar-Shaw said: ""I am humbled and deeply honoured to be appointed Regent of the Royal College of Surgeons Edinburgh. As the oldest surgical college in the world with just under 30,000 members in 100 countries, the RCSed has been championing the highest standards of surgical and dental practice by providing high quality medical education. I look forward to contributing to the College's mission and advancing the frontiers of surgical excellence.""

The RCSed's Court of Regents comprises a group of distinguished and accomplished individuals in their field who provide the College with advice and expertise. The concept of the RCSEd Court of Regents dates back to 1980, when College President at the time, Professor John Gillingham, noted the success of the Court in the Australasian College. Professor Gillingham discussed his idea for a Court of Regents with a Lord Kadoorie in Hong Kong, who agreed to become one of the first members. Initially ten members were elected, none of whom had medical backgrounds. Currently, the College has several active Regents and several Emeritus Regents.


The Royal College of Surgeons of Edinburgh is a prestigious Scottish medical association which was founded in 1505 by Royal Charter granted from King James IV. It is the oldest Surgical Colleges in the world with nearly 30,000 members in 100 countries, and about half of them are from overseas, touching every stage of career path from medical students to consultants.

The RCSed holds a rich history of promoting excellence in the field of surgery. It plays a pivotal role in training and certifying surgeons, ensuring the highest standards of surgical practice worldwide. With a global reach, it provides a platform for knowledge exchange, research collaboration, and professional development within the surgical community.

The RCSed is not only a symbol of tradition but also a beacon of innovation, embracing cutting-edge technologies and techniques to enhance patient care and surgical outcomes. Its commitment to advancing surgical knowledge and fostering the next generation of surgeons makes it an invaluable institution in the realm of medical science and healthcare.


Headquartered in Edinburgh, Scotland, the RCSEd has another location at Birmingham's prestigious Colmore Row, UK. It also has an international office in Kuala Lumpur, Malaysia, catering to its growing international membership.

Shares of Biocon Limited was last trading in BSE at Rs. 267.55 as compared to the previous close of Rs. 269.35. The total number of shares traded during the day was 99114 in over 2111 trades.

The stock hit an intraday high of Rs. 272.55 and intraday low of 266.20. The net turnover during the day was Rs. 26650780.00.",Source : Equity Bulls,EquityBulls
2023-09-07 18:17:29( TIMEZONE : IST ),Union Bank of India has Introduced New Metal Card & A Specially Designed Card for Women,"Union Bank of India, a trusted name in the banking industry, reaffirms its dedication to providing personalized banking experiences. Recognizing the diversity in customer preferences and requirements for digital banking services, Union Bank of India is proud to introduce two new Debit Card variants designed to cater to specific segments of its esteemed clientele.

The two new Debit Card variants promise to offer a range of benefits and features that align with the specific requirements of their target segments. These cards have been meticulously designed to provide financial empowerment, security, and convenience to our valued customers. As Union Bank of India continues to evolve and innovate in the digital banking landscape, these new Debit Card variants serve as a testament to our customer-centric approach.


Metal Card for Ultra HNI: As the population of high-net-worth individuals (HNIs) continues to expand, there has been an increasing demand for a distinctive card tailored to trend-conscious and premium clientele. This exclusive metal card not only boasts superior aesthetics but also serves as an emblem of opulence, offering a unique and luxurious customer experience.

Key features of the new card are:

- Feel of luxe & Durable
- Insurance
- OTT subscription
- International lounge access
- Merchant specific offers and discounts

Empower Her Card for women: This particular card variant has been thoughtfully crafted with women in mind, aimed at evoking a sense of individuality. This unique card offers a secure and user-friendly platform for transactions while also providing added social security benefits for women.

Key features of the card are:

- Free Cancer care coverage (Breast, Ovarian, Cervical)
- Free health check up
- Free personal accident cover and air accident cover
- OTT subscription
- International lounge access
- Merchant specific offers and discounts

As a renowned banking institution with a centuries-old legacy of trust, Union Bank of India remains committed to delivering outstanding customer service, cutting-edge digital products, and financial solutions tailored to the diverse requirements of our esteemed clientele. We are confident that these new card options will empower both women and high-value customers.

Shares of Union Bank of India was last trading in BSE at Rs. 88.81 as compared to the previous close of Rs. 87.97. The total number of shares traded during the day was 432132 in over 2467 trades.


The stock hit an intraday high of Rs. 89.30 and intraday low of 88.00. The net turnover during the day was Rs. 38311297.00.",Source : Equity Bulls,EquityBulls
2023-09-07 18:10:40( TIMEZONE : IST ),Ruler of Ras Al Khaimah formally inaugurates Motherson's wiring harness facility in the Emirate,"His Highness Sheikh Saud bin Saqr Al Qasimi, UAE Supreme Council Member and Ruler of Ras Al Khaimah, today formally inaugurated Motherson's facility in the Emirate of Ras Al Khaimah (UAE). The facility is located in Ras Al Khaimah Economic Zone (RAKEZ). Also present at the ceremony were Mr. Vivek Chaand Sehgal, Chairman, Motherson, and Sheikh Mohammed bin Humaid Al Qasimi, RAKEZ Managing Director, along with officials from other local government entities.

H.H. Sheikh Saud bin Saqr Al Qasimi said: ""In Ras Al Khaimah, we have an integrated strategy to diversify the economy and achieve balanced growth across all sectors in a manner that ensures the sustainable development of our Emirate and adherence to our national objectives. This strategy lends great flexibility to the Emirate's economic ecosystem, allowing us to keep pace with rapid changes across all sectors and to enhance our competitiveness to be among the most sought-after business destinations in the region and the world.""


H.H. Sheikh Saud's comments came as he inaugurated the Motherson facility at RAKEZ's Al Hamra Industrial Zone. Specialising in manufacturing wiring harnesses for commercial vehicles and other special purpose vehicles, the facility also exports them to its customers in Europe. With a built-up area of over 11,000 m2, the facility employs around 500 people and is built with an initial investment of about Euro 10 million. H.H. Sheikh Saud also toured the facility and was briefed on its advanced manufacturing technologies.

Commenting on the occasion, Mr Vivek Chaand Sehgal, Chairman, Motherson, said, ""We are honoured and thankful to have the gracious presence of H.H. Sheikh Saud bin Saqr Al Qasimi on this momentous occasion for Motherson. Ras Al Khaimah continues to serve as a strategic base for our operations, bringing us closer to our European wiring harness customers. We are also thankful to RAKEZ for their encouragement to the industries in the region and their continuous support to Motherson.""

Motherson is one of the leading providers of wiring harnesses and electrical distribution systems to the mobility industry globally. The company offers full system solutions to its customers and has the capability from design to prototyping and manufacturing to assemblies. This state-of-the-art facility has strengthened the wiring harness business of Motherson in the region. Including this, Motherson has eight facilities in the region (other facilities are in Dubai and Sharjah), highlighting the UAE's crucial role in the company's strategy.


Celebrating the occasion, Mr. Ramy Jallad, RAKEZ Group CEO, said: ""We are thrilled to witness the remarkable expansion of Motherson's operations in our economic zone. More than a milestone for the company, it is a visionary step forward in shaping the future of the mobility industry. This state-of-the-art facility represents Motherson's commitment to innovation and quality, showcasing Ras Al Khaimah and RAKEZ as key strategic hubs for their global operations. Motherson's investment aligns perfectly with the Emirate's strategic aim to become a global hub for innovation and enterprise. We look forward to supporting Motherson as they continue to set industry benchmarks.""

Shares of Motherson Sumi Systems Limited was last trading in BSE at Rs. 99.26 as compared to the previous close of Rs. 99.11. The total number of shares traded during the day was 1350933 in over 6941 trades.


The stock hit an intraday high of Rs. 101.00 and intraday low of 98.75. The net turnover during the day was Rs. 135104252.00.",Source : Equity Bulls,EquityBulls
